Table Name,File Path,Data Element,Data Type,Bizterm Group,Layer,Business Term,Description,Biz Logic,Origin (Source Data),Sensitivity (PII/non PII),Impact,Time Aggregation,Possible Values
l4_fea_revenue_spend_pattern,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_spend_pattern.parquet,fea_ratio_roam_by_tot_avg_02w,double,revenue,feature,,Ratio of total revenue of roaming and revenue of roaming over last 2 weeks,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - fea_rev_roam_tot_sum_2w,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - fea_rev_tot_sum_2w",No,Low,Weekly,Any number
l4_fea_revenue_spend_pattern,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_spend_pattern.parquet,fea_ratio_roam_by_tot_avg_03w,double,revenue,feature,,Ratio of total revenue of roaming and revenue of roaming over last 3 weeks,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - fea_rev_roam_tot_sum_3w,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - fea_rev_tot_sum_3w",No,Low,Weekly,Any number
l4_fea_revenue_spend_pattern,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_spend_pattern.parquet,fea_ratio_roam_by_tot_avg_01m,double,revenue,feature,,Ratio of total revenue of roaming and revenue of roaming over last 1 month,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - fea_rev_roam_tot_sum_1m,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - fea_rev_tot_sum_1m",No,Low,Weekly,Any number
l4_fea_revenue_spend_pattern,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_spend_pattern.parquet,fea_ratio_roam_by_tot_avg_02m,double,revenue,feature,,Ratio of total revenue of roaming and revenue of roaming over last 2 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - fea_rev_roam_tot_sum_2m,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - fea_rev_tot_sum_2m",No,Low,Weekly,Any number
l4_fea_revenue_spend_pattern,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_spend_pattern.parquet,fea_ratio_roam_by_tot_avg_03m,double,revenue,feature,,Ratio of total revenue of roaming and revenue of roaming over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - fea_rev_roam_tot_sum_3m,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - fea_rev_tot_sum_3m",No,Low,Weekly,Any number
l4_fea_revenue_spend_pattern,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_spend_pattern.parquet,weekstart,date,revenue,feature,,date of first Monday of that week in yyyy-MM-dd format,,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart,No,Low,Weekly,Any date
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,msisdn,string,revenue,feature,,Mobile Number,,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - msisdn,Yes,Low,Weekly,Any string
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_voice_sum_01m_by_02m,double,revenue,feature,,Ratio of voice revenue in last 1 month and 5th to 8th week,fea_rev_voice_tot_sum_01m / rev_voice_tot_sum_5w_8w,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_voice,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_voice,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_voice,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_data_sum_01m_by_02m,double,revenue,feature,,Ratio of data revenue in last 1 month and 5th to 8th week,fea_rev_data_tot_sum_01m / rev_data_tot_sum_5w_8w,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_sms_sum_01m_by_02m,double,revenue,feature,,Ratio of sms revenue in last 1 month and 5th to 8th week,fea_rev_sms_tot_sum_01m / rev_sms_tot_sum_5w_8w,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_sms,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_sms,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_sms,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_roam_sum_01m_by_02m,double,revenue,feature,,Ratio of roaming revenue in last 1 month and 5th to 8th week,fea_rev_roam_tot_sum_01m / rev_roam_tot_sum_5w_8w,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_sms,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_sms,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_voice_min_03m,bigint,revenue,feature,,Minimum voice revenue over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_voice,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_voice,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_data_min_03m,bigint,revenue,feature,,Minimum data revenue over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_sms_min_03m,bigint,revenue,feature,,Minimum sms revenue over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_sms,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_sms,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_roam_min_03m,bigint,revenue,feature,,Minimum roaming revenue over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_voice_max_03m,bigint,revenue,feature,,Maximum voice revenue over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_voice,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_voice,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_data_max_03m,bigint,revenue,feature,,Maximum data revenue over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_sms_max_03m,bigint,revenue,feature,,Maximum sms revenue over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_sms,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_sms,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_roam_max_03m,bigint,revenue,feature,,Maximum roaming revenue over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_voice_pattern_01w_by_01m_over_03m,double,revenue,feature,,Average of Ratio of voice revenue in 1 week and 1 month over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_voice,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_voice_pattern_02w_by_01m_over_03m,double,revenue,feature,,Average of Ratio of voice revenue 2nd last week and 1 month over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_voice,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_voice_pattern_03w_by_01m_over_03m,double,revenue,feature,,Average of Ratio of voice revenue 3rd last week and 1 month over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_voice,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_voice_pattern_04w_by_01m_over_03m,double,revenue,feature,,Average of Ratio of voice revenue 4th last week and 1 month over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_voice,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_data_pattern_01w_by_01m_over_03m,double,revenue,feature,,Average of Ratio of data revenue in 1 week and 1 month over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_data_pattern_02w_by_01m_over_03m,double,revenue,feature,,Average of Ratio of data revenue 2nd last week and 1 month over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_data_pattern_03w_by_01m_over_03m,double,revenue,feature,,Average of Ratio of data revenue 3rd last week and 1 month over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_data_pattern_04w_by_01m_over_03m,double,revenue,feature,,Average of Ratio of data revenue 4th last week and 1 month over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_sms_pattern_01w_by_01m_over_03m,double,revenue,feature,,Average of Ratio of sms revenue in 1 week and 1 month over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_sms,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_sms_pattern_02w_by_01m_over_03m,double,revenue,feature,,Average of Ratio of sms revenue 2nd last week and 1 month over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_sms,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_sms_pattern_03w_by_01m_over_03m,double,revenue,feature,,Average of Ratio of sms revenue 3rd last week and 1 month over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_sms,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_sms_pattern_04w_by_01m_over_03m,double,revenue,feature,,Average of Ratio of sms revenue 4th last week and 1 month over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_sms,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_roam_pattern_01w_by_01m_over_03m,double,revenue,feature,,Average of Ratio of roaming revenue in 1 week and 1 month over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_roam_pattern_02w_by_01m_over_03m,double,revenue,feature,,Average of Ratio of roaming revenue 2nd last week and 1 month over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_roam_pattern_03w_by_01m_over_03m,double,revenue,feature,,Average of Ratio of roaming revenue 3rd last week and 1 month over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,fea_monthly_spend_roam_pattern_04w_by_01m_over_03m,double,revenue,feature,,Average of Ratio of roaming revenue 4th last week and 1 month over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_monthly_spend,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_monthly_spend.parquet,weekstart,date,revenue,feature,,date of first Monday of that week in yyyy-MM-dd format,,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart,No,Low,Weekly,Any date
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,msisdn,string,revenue,feature,,Mobile Number,,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - msisdn,Yes,Low,Weekly,Any string
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_voice_pattern_salary_1_5_over_03m,double,revenue,feature,,Ratio of voice revenue between 1st and 5th day of the month and revenue of voice over last 3 months,rev_voice_tot_1_5d / fea_rev_voice_tot_sum_03m,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_voice_tot_1_5d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_voice,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_voice_pattern_salary_6_10_over_03m,double,revenue,feature,,Ratio of voice revenue between 6th to 10th day of the month and revenue of voice over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_voice_tot_6_10d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_voice,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_voice_pattern_salary_11_15_over_03m,double,revenue,feature,,Ratio of voice revenue between 11th to 15th day of the month and revenue of voice over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_voice_tot_11_15d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_voice,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_voice_pattern_salary_16_20_over_03m,double,revenue,feature,,Ratio of voice revenue between 16th to 20th day of the month and revenue of voice over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_voice_tot_16_20d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_voice,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_voice_pattern_salary_21_25_over_03m,double,revenue,feature,,Ratio of voice revenue between 21st to 25th day of the month and revenue of voice over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_voice_tot_21_25d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_voice,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_voice_pattern_salary_26_31_over_03m,double,revenue,feature,,Ratio of voice revenue between 26th to 31st day of the month and revenue of voice over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_voice_tot_26_31d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_voice,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_data_pattern_salary_1_5_over_03m,double,revenue,feature,,Ratio of data revenue between 1st and 5th day of the month and revenue of data over last 3 months,rev_data_tot_1_5d / fea_rev_data_tot_sum_03m,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_data_tot_1_5d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_data_pattern_salary_6_10_over_03m,double,revenue,feature,,Ratio of data revenue between 6th to 10th day of the month and revenue of data over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_data_tot_6_10d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_data_pattern_salary_11_15_over_03m,double,revenue,feature,,Ratio of data revenue between 11th to 15th day of the month and revenue of data over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_data_tot_11_15d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
